ds,y
2020-08-02T19:50:00.000,60125
2020-08-02T20:00:00.000,59838
2020-08-02T20:10:00.000,54935
2020-08-02T20:20:00.000,55326
2020-08-02T20:30:00.000,57376
2020-08-02T20:40:00.000,52650
2020-08-02T20:50:00.000,59368
2020-08-02T21:00:00.000,53162
2020-08-02T21:10:00.000,59588
2020-08-02T21:20:00.000,59722
2020-08-02T21:30:00.000,59169
2020-08-02T21:40:00.000,66268
2020-08-02T21:50:00.000,69745
2020-08-02T22:00:00.000,53434
2020-08-02T22:10:00.000,54437
2020-08-02T22:20:00.000,46828
2020-08-02T22:30:00.000,52677
2020-08-02T22:40:00.000,51115
2020-08-02T22:50:00.000,50702
2020-08-02T23:00:00.000,54988
2020-08-02T23:10:00.000,48356
2020-08-02T23:20:00.000,44994
2020-08-02T23:30:00.000,47560
2020-08-02T23:40:00.000,42838
2020-08-02T23:50:00.000,44412
2020-08-03T00:00:00.000,41391
2020-08-03T00:10:00.000,38931
2020-08-03T00:20:00.000,36740
2020-08-03T00:30:00.000,35481
2020-08-03T00:40:00.000,36770
2020-08-03T00:50:00.000,34715
2020-08-03T01:00:00.000,33312
2020-08-03T01:10:00.000,33950
2020-08-03T01:20:00.000,32114
2020-08-03T01:30:00.000,33301
2020-08-03T01:40:00.000,33937
2020-08-03T01:50:00.000,31751
2020-08-03T02:00:00.000,31501
2020-08-03T02:10:00.000,28865
2020-08-03T02:20:00.000,31840
2020-08-03T02:30:00.000,30068
2020-08-03T02:40:00.000,28253
2020-08-03T02:50:00.000,29163
2020-08-03T03:00:00.000,27934
2020-08-03T03:10:00.000,29800
2020-08-03T03:20:00.000,27994
2020-08-03T03:30:00.000,26756
2020-08-03T03:40:00.000,28847
2020-08-03T03:50:00.000,26764
2020-08-03T04:00:00.000,26687
2020-08-03T04:10:00.000,28241
2020-08-03T04:20:00.000,32437
2020-08-03T04:30:00.000,27220
2020-08-03T04:40:00.000,27580
2020-08-03T04:50:00.000,26371
2020-08-03T05:00:00.000,26943
2020-08-03T05:10:00.000,28931
2020-08-03T05:20:00.000,31233
2020-08-03T05:30:00.000,30256
2020-08-03T05:40:00.000,35548
2020-08-03T05:50:00.000,38229
2020-08-03T06:00:00.000,37830
2020-08-03T06:10:00.000,45991
2020-08-03T06:20:00.000,47243
2020-08-03T06:30:00.000,57285
2020-08-03T06:40:00.000,68087
2020-08-03T06:50:00.000,93666
2020-08-03T07:00:00.000,103839
2020-08-03T07:10:00.000,145142
2020-08-03T07:20:00.000,196124
2020-08-03T07:30:00.000,269280
2020-08-03T07:40:00.000,343625
2020-08-03T07:50:00.000,484828
2020-08-03T08:00:00.000,585728
2020-08-03T08:10:00.000,735968
2020-08-03T08:20:00.000,870663
2020-08-03T08:30:00.000,1019540
2020-08-03T08:40:00.000,1154410
2020-08-03T08:50:00.000,1405206
2020-08-03T09:00:00.000,1412441
2020-08-03T09:10:00.000,1295221
2020-08-03T09:20:00.000,1246999
2020-08-03T09:30:00.000,1231870
2020-08-03T09:40:00.000,1239289
2020-08-03T09:50:00.000,1221515
2020-08-03T10:00:00.000,1206096
2020-08-03T10:10:00.000,1218557
2020-08-03T10:20:00.000,1169002
2020-08-03T10:30:00.000,1155924
2020-08-03T10:40:00.000,1156936
2020-08-03T10:50:00.000,1132322
2020-08-03T11:00:00.000,1140890
2020-08-03T11:10:00.000,1122025
2020-08-03T11:20:00.000,1116059
2020-08-03T11:30:00.000,1027819
2020-08-03T11:40:00.000,933377
2020-08-03T11:50:00.000,892015
2020-08-03T12:00:00.000,622052
2020-08-03T12:10:00.000,540752
2020-08-03T12:20:00.000,530218
2020-08-03T12:30:00.000,482125
2020-08-03T12:40:00.000,501766
2020-08-03T12:50:00.000,618464
2020-08-03T13:00:00.000,903462
2020-08-03T13:10:00.000,960192
2020-08-03T13:20:00.000,944524
2020-08-03T13:30:00.000,1043443
2020-08-03T13:40:00.000,1009781
2020-08-03T13:50:00.000,1005952
2020-08-03T14:00:00.000,990755
2020-08-03T14:10:00.000,985904
2020-08-03T14:20:00.000,981282
2020-08-03T14:30:00.000,1003328
2020-08-03T14:40:00.000,983365
2020-08-03T14:50:00.000,1022594
2020-08-03T15:00:00.000,978804
2020-08-03T15:10:00.000,984852
2020-08-03T15:20:00.000,975040
2020-08-03T15:30:00.000,1010356
2020-08-03T15:40:00.000,1014527
2020-08-03T15:50:00.000,1031455
2020-08-03T16:00:00.000,1018345
2020-08-03T16:10:00.000,976515
2020-08-03T16:20:00.000,1032131
2020-08-03T16:30:00.000,1024202
2020-08-03T16:40:00.000,1061432
2020-08-03T16:50:00.000,1034463
2020-08-03T17:00:00.000,1016169
2020-08-03T17:10:00.000,993084
2020-08-03T17:20:00.000,1056635
2020-08-03T17:30:00.000,991468
2020-08-03T17:40:00.000,976856
2020-08-03T17:50:00.000,1012928
2020-08-03T18:00:00.000,871881
2020-08-03T18:10:00.000,557481
2020-08-03T18:20:00.000,473491
2020-08-03T18:30:00.000,384750
2020-08-03T18:40:00.000,313007
2020-08-03T18:50:00.000,289595
2020-08-03T19:00:00.000,255557
2020-08-03T19:10:00.000,203853
2020-08-03T19:20:00.000,191203
2020-08-03T19:30:00.000,169054
2020-08-03T19:40:00.000,165602
2020-08-03T19:50:00.000,160722
2020-08-03T20:00:00.000,142192
2020-08-03T20:10:00.000,125030
2020-08-03T20:20:00.000,123281
2020-08-03T20:30:00.000,123341
2020-08-03T20:40:00.000,120711
2020-08-03T20:50:00.000,117249
2020-08-03T21:00:00.000,106576
2020-08-03T21:10:00.000,103596
2020-08-03T21:20:00.000,86714
2020-08-03T21:30:00.000,82950
2020-08-03T21:40:00.000,93809
2020-08-03T21:50:00.000,91328
2020-08-03T22:00:00.000,83203
2020-08-03T22:10:00.000,85336
2020-08-03T22:20:00.000,78067
2020-08-03T22:30:00.000,76403
2020-08-03T22:40:00.000,71486
2020-08-03T22:50:00.000,77917
2020-08-03T23:00:00.000,71758
2020-08-03T23:10:00.000,67121
2020-08-03T23:20:00.000,58652
2020-08-03T23:30:00.000,57084
2020-08-03T23:40:00.000,58180
2020-08-03T23:50:00.000,50208
2020-08-04T00:00:00.000,58976
2020-08-04T00:10:00.000,51305
2020-08-04T00:20:00.000,54652
2020-08-04T00:30:00.000,51499
2020-08-04T00:40:00.000,45617
2020-08-04T00:50:00.000,46425
2020-08-04T01:00:00.000,47841
2020-08-04T01:10:00.000,46544
2020-08-04T01:20:00.000,47561
2020-08-04T01:30:00.000,45471
2020-08-04T01:40:00.000,42143
2020-08-04T01:50:00.000,42426
2020-08-04T02:00:00.000,40010
2020-08-04T02:10:00.000,40755
2020-08-04T02:20:00.000,39856
2020-08-04T02:30:00.000,41128
2020-08-04T02:40:00.000,39511
2020-08-04T02:50:00.000,38140
2020-08-04T03:00:00.000,40330
2020-08-04T03:10:00.000,36521
2020-08-04T03:20:00.000,38817
2020-08-04T03:30:00.000,39199
2020-08-04T03:40:00.000,40136
2020-08-04T03:50:00.000,40634
2020-08-04T04:00:00.000,38989
2020-08-04T04:10:00.000,39606
2020-08-04T04:20:00.000,37415
2020-08-04T04:30:00.000,39142
2020-08-04T04:40:00.000,35782
2020-08-04T04:50:00.000,38462
2020-08-04T05:00:00.000,38228
2020-08-04T05:10:00.000,38371
2020-08-04T05:20:00.000,41880
2020-08-04T05:30:00.000,39996
2020-08-04T05:40:00.000,43480
2020-08-04T05:50:00.000,48232
2020-08-04T06:00:00.000,50200
2020-08-04T06:10:00.000,52652
2020-08-04T06:20:00.000,55716
2020-08-04T06:30:00.000,66049
2020-08-04T06:40:00.000,77672
2020-08-04T06:50:00.000,96459
2020-08-04T07:00:00.000,118019
2020-08-04T07:10:00.000,126567
2020-08-04T07:20:00.000,163810
2020-08-04T07:30:00.000,221058
2020-08-04T07:40:00.000,306129
2020-08-04T07:50:00.000,421228
2020-08-04T08:00:00.000,551072
2020-08-04T08:10:00.000,640594
2020-08-04T08:20:00.000,837015
2020-08-04T08:30:00.000,975879
2020-08-04T08:40:00.000,1113992
2020-08-04T08:50:00.000,1340213
2020-08-04T09:00:00.000,1357731
2020-08-04T09:10:00.000,1274560
2020-08-04T09:20:00.000,1238801
2020-08-04T09:30:00.000,1157150
2020-08-04T09:40:00.000,1173720
2020-08-04T09:50:00.000,1171268
2020-08-04T10:00:00.000,1129219
2020-08-04T10:10:00.000,1075856
2020-08-04T10:20:00.000,1064958
2020-08-04T10:30:00.000,1050092
2020-08-04T10:40:00.000,1106039
2020-08-04T10:50:00.000,1055335
2020-08-04T11:00:00.000,1045008
2020-08-04T11:10:00.000,1027855
2020-08-04T11:20:00.000,1011505
2020-08-04T11:30:00.000,969980
2020-08-04T11:40:00.000,895811
2020-08-04T11:50:00.000,789023
2020-08-04T12:00:00.000,590244
2020-08-04T12:10:00.000,504012
2020-08-04T12:20:00.000,488235
2020-08-04T12:30:00.000,443076
2020-08-04T12:40:00.000,453186
2020-08-04T12:50:00.000,565202
2020-08-04T13:00:00.000,825331
2020-08-04T13:10:00.000,864792
2020-08-04T13:20:00.000,909714
2020-08-04T13:30:00.000,939070
2020-08-04T13:40:00.000,970927
2020-08-04T13:50:00.000,960253
2020-08-04T14:00:00.000,949084
2020-08-04T14:10:00.000,920150
2020-08-04T14:20:00.000,914421
2020-08-04T14:30:00.000,917888
2020-08-04T14:40:00.000,904526
2020-08-04T14:50:00.000,942190
2020-08-04T15:00:00.000,937057
2020-08-04T15:10:00.000,961491
2020-08-04T15:20:00.000,960398
2020-08-04T15:30:00.000,941744
2020-08-04T15:40:00.000,973343
2020-08-04T15:50:00.000,963697
2020-08-04T16:00:00.000,952181
2020-08-04T16:10:00.000,996368
2020-08-04T16:20:00.000,977741
2020-08-04T16:30:00.000,1021297
2020-08-04T16:40:00.000,1029629
2020-08-04T16:50:00.000,1072666
2020-08-04T17:00:00.000,1026335
2020-08-04T17:10:00.000,992895
2020-08-04T17:20:00.000,1032197
2020-08-04T17:30:00.000,979845
2020-08-04T17:40:00.000,946045
2020-08-04T17:50:00.000,1022285
2020-08-04T18:00:00.000,827034
2020-08-04T18:10:00.000,590247
2020-08-04T18:20:00.000,473822
2020-08-04T18:30:00.000,382191
2020-08-04T18:40:00.000,334459
2020-08-04T18:50:00.000,276767
2020-08-04T19:00:00.000,244195
2020-08-04T19:10:00.000,217720
2020-08-04T19:20:00.000,200974
2020-08-04T19:30:00.000,176572
2020-08-04T19:40:00.000,159974
2020-08-04T19:50:00.000,162754
2020-08-04T20:00:00.000,149541
2020-08-04T20:10:00.000,142366
2020-08-04T20:20:00.000,126101
2020-08-04T20:30:00.000,116213
2020-08-04T20:40:00.000,113272
2020-08-04T20:50:00.000,111018
2020-08-04T21:00:00.000,100397
2020-08-04T21:10:00.000,98604
2020-08-04T21:20:00.000,87367
2020-08-04T21:30:00.000,87354
2020-08-04T21:40:00.000,87308
2020-08-04T21:50:00.000,98049
2020-08-04T22:00:00.000,82334
2020-08-04T22:10:00.000,71798
2020-08-04T22:20:00.000,76787
2020-08-04T22:30:00.000,74561
2020-08-04T22:40:00.000,66880
2020-08-04T22:50:00.000,73159
2020-08-04T23:00:00.000,68606
2020-08-04T23:10:00.000,67282
2020-08-04T23:20:00.000,68075
2020-08-04T23:30:00.000,65273
2020-08-04T23:40:00.000,63621
2020-08-04T23:50:00.000,60081
2020-08-05T00:00:00.000,58704
2020-08-05T00:10:00.000,56741
2020-08-05T00:20:00.000,58305
2020-08-05T00:30:00.000,57114
2020-08-05T00:40:00.000,48519
2020-08-05T00:50:00.000,49972
2020-08-05T01:00:00.000,46862
2020-08-05T01:10:00.000,44424
2020-08-05T01:20:00.000,43962
2020-08-05T01:30:00.000,46423
2020-08-05T01:40:00.000,42834
2020-08-05T01:50:00.000,43931
2020-08-05T02:00:00.000,43792
2020-08-05T02:10:00.000,44313
2020-08-05T02:20:00.000,43733
2020-08-05T02:30:00.000,39174
2020-08-05T02:40:00.000,38908
2020-08-05T02:50:00.000,37464
2020-08-05T03:00:00.000,36797
2020-08-05T03:10:00.000,38992
2020-08-05T03:20:00.000,38937
2020-08-05T03:30:00.000,36275
2020-08-05T03:40:00.000,37820
2020-08-05T03:50:00.000,37803
2020-08-05T04:00:00.000,37639
2020-08-05T04:10:00.000,38910
2020-08-05T04:20:00.000,38598
2020-08-05T04:30:00.000,39602
2020-08-05T04:40:00.000,39307
2020-08-05T04:50:00.000,39040
2020-08-05T05:00:00.000,37331
2020-08-05T05:10:00.000,40410
2020-08-05T05:20:00.000,43514
2020-08-05T05:30:00.000,42706
2020-08-05T05:40:00.000,41344
2020-08-05T05:50:00.000,52009
2020-08-05T06:00:00.000,48539
2020-08-05T06:10:00.000,54386
2020-08-05T06:20:00.000,61229
2020-08-05T06:30:00.000,68119
2020-08-05T06:40:00.000,76254
2020-08-05T06:50:00.000,92455
2020-08-05T07:00:00.000,105257
2020-08-05T07:10:00.000,127207
2020-08-05T07:20:00.000,151580
2020-08-05T07:30:00.000,205037
2020-08-05T07:40:00.000,275782
2020-08-05T07:50:00.000,394056
2020-08-05T08:00:00.000,523418
2020-08-05T08:10:00.000,580636
2020-08-05T08:20:00.000,786942
2020-08-05T08:30:00.000,914226
2020-08-05T08:40:00.000,1051847
2020-08-05T08:50:00.000,1307281
2020-08-05T09:00:00.000,1328479
2020-08-05T09:10:00.000,1250592
2020-08-05T09:20:00.000,1198736
2020-08-05T09:30:00.000,1168415
2020-08-05T09:40:00.000,1160637
2020-08-05T09:50:00.000,1102415
2020-08-05T10:00:00.000,1085630
2020-08-05T10:10:00.000,1061565
2020-08-05T10:20:00.000,1034270
2020-08-05T10:30:00.000,1017879
2020-08-05T10:40:00.000,1007025
2020-08-05T10:50:00.000,1008948
2020-08-05T11:00:00.000,1027714
2020-08-05T11:10:00.000,1004730
2020-08-05T11:20:00.000,989081
2020-08-05T11:30:00.000,938789
2020-08-05T11:40:00.000,860445
2020-08-05T11:50:00.000,741828
2020-08-05T12:00:00.000,538132
2020-08-05T12:10:00.000,480625
2020-08-05T12:20:00.000,480964
2020-08-05T12:30:00.000,416763
2020-08-05T12:40:00.000,430746
2020-08-05T12:50:00.000,537754
2020-08-05T13:00:00.000,800509
2020-08-05T13:10:00.000,846310
2020-08-05T13:20:00.000,872185
2020-08-05T13:30:00.000,937015
2020-08-05T13:40:00.000,954493
2020-08-05T13:50:00.000,974212
2020-08-05T14:00:00.000,942230
2020-08-05T14:10:00.000,906189
2020-08-05T14:20:00.000,877597
2020-08-05T14:30:00.000,911818
2020-08-05T14:40:00.000,900053
2020-08-05T14:50:00.000,922279
2020-08-05T15:00:00.000,895789
2020-08-05T15:10:00.000,864384
2020-08-05T15:20:00.000,902098
2020-08-05T15:30:00.000,869189
2020-08-05T15:40:00.000,927739
2020-08-05T15:50:00.000,964413
2020-08-05T16:00:00.000,929876
2020-08-05T16:10:00.000,940535
2020-08-05T16:20:00.000,924032
2020-08-05T16:30:00.000,941564
2020-08-05T16:40:00.000,979631
2020-08-05T16:50:00.000,1007990
2020-08-05T17:00:00.000,974395
2020-08-05T17:10:00.000,970322
2020-08-05T17:20:00.000,981330
2020-08-05T17:30:00.000,930378
2020-08-05T17:40:00.000,906072
2020-08-05T17:50:00.000,969628
2020-08-05T18:00:00.000,774725
2020-08-05T18:10:00.000,550263
2020-08-05T18:20:00.000,436929
2020-08-05T18:30:00.000,378759
2020-08-05T18:40:00.000,327672
2020-08-05T18:50:00.000,299529
2020-08-05T19:00:00.000,229472
2020-08-05T19:10:00.000,200383
2020-08-05T19:20:00.000,188299
2020-08-05T19:30:00.000,174511
2020-08-05T19:40:00.000,165127
2020-08-05T19:50:00.000,157663
2020-08-05T20:00:00.000,146843
2020-08-05T20:10:00.000,127799
2020-08-05T20:20:00.000,132963
2020-08-05T20:30:00.000,115811
2020-08-05T20:40:00.000,117235
2020-08-05T20:50:00.000,113537
2020-08-05T21:00:00.000,104699
2020-08-05T21:10:00.000,106647
2020-08-05T21:20:00.000,101045
2020-08-05T21:30:00.000,91110
2020-08-05T21:40:00.000,90185
2020-08-05T21:50:00.000,83815
2020-08-05T22:00:00.000,89134
2020-08-05T22:10:00.000,83344
2020-08-05T22:20:00.000,74924
2020-08-05T22:30:00.000,76555
2020-08-05T22:40:00.000,79399
2020-08-05T22:50:00.000,70490
2020-08-05T23:00:00.000,72384
2020-08-05T23:10:00.000,69575
2020-08-05T23:20:00.000,59412
2020-08-05T23:30:00.000,56762
2020-08-05T23:40:00.000,52097
2020-08-05T23:50:00.000,54673
2020-08-06T00:00:00.000,58109
2020-08-06T00:10:00.000,55230
2020-08-06T00:20:00.000,61822
2020-08-06T00:30:00.000,50920
2020-08-06T00:40:00.000,46925
2020-08-06T00:50:00.000,49344
2020-08-06T01:00:00.000,47165
2020-08-06T01:10:00.000,44864
2020-08-06T01:20:00.000,46750
2020-08-06T01:30:00.000,46986
2020-08-06T01:40:00.000,44274
2020-08-06T01:50:00.000,43882
2020-08-06T02:00:00.000,42567
2020-08-06T02:10:00.000,39815
2020-08-06T02:20:00.000,39882
2020-08-06T02:30:00.000,40370
2020-08-06T02:40:00.000,39725
2020-08-06T02:50:00.000,39187
2020-08-06T03:00:00.000,40626
2020-08-06T03:10:00.000,39197
2020-08-06T03:20:00.000,41218
2020-08-06T03:30:00.000,39209
2020-08-06T03:40:00.000,38975
2020-08-06T03:50:00.000,39083
2020-08-06T04:00:00.000,40365
2020-08-06T04:10:00.000,38462
2020-08-06T04:20:00.000,37458
2020-08-06T04:30:00.000,37166
2020-08-06T04:40:00.000,39432
2020-08-06T04:50:00.000,42100
2020-08-06T05:00:00.000,44914
2020-08-06T05:10:00.000,43201
2020-08-06T05:20:00.000,44893
2020-08-06T05:30:00.000,46512
2020-08-06T05:40:00.000,47002
2020-08-06T05:50:00.000,51804
2020-08-06T06:00:00.000,57749
2020-08-06T06:10:00.000,52504
2020-08-06T06:20:00.000,51568
2020-08-06T06:30:00.000,63708
2020-08-06T06:40:00.000,75727
2020-08-06T06:50:00.000,87322
2020-08-06T07:00:00.000,102171
2020-08-06T07:10:00.000,136593
2020-08-06T07:20:00.000,159017
2020-08-06T07:30:00.000,219491
2020-08-06T07:40:00.000,295087
2020-08-06T07:50:00.000,438733
2020-08-06T08:00:00.000,581005
2020-08-06T08:10:00.000,628899
2020-08-06T08:20:00.000,825909
2020-08-06T08:30:00.000,1017475
2020-08-06T08:40:00.000,1111668
2020-08-06T08:50:00.000,1346789
2020-08-06T09:00:00.000,1398904
2020-08-06T09:10:00.000,1290516
2020-08-06T09:20:00.000,1262344
2020-08-06T09:30:00.000,1213995
2020-08-06T09:40:00.000,1241706
2020-08-06T09:50:00.000,1219492
2020-08-06T10:00:00.000,1188483
2020-08-06T10:10:00.000,1156296
2020-08-06T10:20:00.000,1133784
2020-08-06T10:30:00.000,1132558
2020-08-06T10:40:00.000,1114109
2020-08-06T10:50:00.000,1105492
2020-08-06T11:00:00.000,1116976
2020-08-06T11:10:00.000,1095887
2020-08-06T11:20:00.000,1081015
2020-08-06T11:30:00.000,995347
2020-08-06T11:40:00.000,934706
2020-08-06T11:50:00.000,853753
2020-08-06T12:00:00.000,616495
2020-08-06T12:10:00.000,536490
2020-08-06T12:20:00.000,532954
2020-08-06T12:30:00.000,478112
2020-08-06T12:40:00.000,483806
2020-08-06T12:50:00.000,589116
2020-08-06T13:00:00.000,865246
2020-08-06T13:10:00.000,910213
2020-08-06T13:20:00.000,948615
2020-08-06T13:30:00.000,1041071
2020-08-06T13:40:00.000,1024895
2020-08-06T13:50:00.000,1079916
2020-08-06T14:00:00.000,1012307
2020-08-06T14:10:00.000,1001141
2020-08-06T14:20:00.000,991180
2020-08-06T14:30:00.000,984276
2020-08-06T14:40:00.000,970239
2020-08-06T14:50:00.000,995588
2020-08-06T15:00:00.000,1008111
2020-08-06T15:10:00.000,977916
2020-08-06T15:20:00.000,985334
2020-08-06T15:30:00.000,958634
2020-08-06T15:40:00.000,995406
2020-08-06T15:50:00.000,995986
2020-08-06T16:00:00.000,980974
2020-08-06T16:10:00.000,1035175
2020-08-06T16:20:00.000,984395
2020-08-06T16:30:00.000,1000297
2020-08-06T16:40:00.000,1079260
2020-08-06T16:50:00.000,1095056
2020-08-06T17:00:00.000,1065661
2020-08-06T17:10:00.000,1026580
2020-08-06T17:20:00.000,1082672
2020-08-06T17:30:00.000,1012752
2020-08-06T17:40:00.000,979764
2020-08-06T17:50:00.000,1021387
2020-08-06T18:00:00.000,837673
2020-08-06T18:10:00.000,575465
2020-08-06T18:20:00.000,479079
2020-08-06T18:30:00.000,390738
2020-08-06T18:40:00.000,335998
2020-08-06T18:50:00.000,316084
2020-08-06T19:00:00.000,274612
2020-08-06T19:10:00.000,232945
2020-08-06T19:20:00.000,216668
2020-08-06T19:30:00.000,196761
2020-08-06T19:40:00.000,191455
2020-08-06T19:50:00.000,183285
2020-08-06T20:00:00.000,154877
2020-08-06T20:10:00.000,133979
2020-08-06T20:20:00.000,137112
2020-08-06T20:30:00.000,119190
2020-08-06T20:40:00.000,110844
2020-08-06T20:50:00.000,125896
2020-08-06T21:00:00.000,102639
2020-08-06T21:10:00.000,104087
2020-08-06T21:20:00.000,110374
2020-08-06T21:30:00.000,102351
2020-08-06T21:40:00.000,101966
2020-08-06T21:50:00.000,88778
2020-08-06T22:00:00.000,97204
2020-08-06T22:10:00.000,89679
2020-08-06T22:20:00.000,77872
2020-08-06T22:30:00.000,71682
2020-08-06T22:40:00.000,72978
2020-08-06T22:50:00.000,73688
2020-08-06T23:00:00.000,66153
2020-08-06T23:10:00.000,66245
2020-08-06T23:20:00.000,68735
2020-08-06T23:30:00.000,67058
2020-08-06T23:40:00.000,64158
2020-08-06T23:50:00.000,65803
2020-08-07T00:00:00.000,60617
2020-08-07T00:10:00.000,56364
2020-08-07T00:20:00.000,58180
2020-08-07T00:30:00.000,54674
2020-08-07T00:40:00.000,58088
2020-08-07T00:50:00.000,56514
2020-08-07T01:00:00.000,56612
2020-08-07T01:10:00.000,48436
2020-08-07T01:20:00.000,52294
2020-08-07T01:30:00.000,49342
2020-08-07T01:40:00.000,52779
2020-08-07T01:50:00.000,47049
2020-08-07T02:00:00.000,47465
2020-08-07T02:10:00.000,44602
2020-08-07T02:20:00.000,44273
2020-08-07T02:30:00.000,45686
2020-08-07T02:40:00.000,42803
2020-08-07T02:50:00.000,40305
2020-08-07T03:00:00.000,39558
2020-08-07T03:10:00.000,41242
2020-08-07T03:20:00.000,41195
2020-08-07T03:30:00.000,40155
2020-08-07T03:40:00.000,42715
2020-08-07T03:50:00.000,41940
2020-08-07T04:00:00.000,43907
2020-08-07T04:10:00.000,42139
2020-08-07T04:20:00.000,39053
2020-08-07T04:30:00.000,40177
2020-08-07T04:40:00.000,40569
2020-08-07T04:50:00.000,42897
2020-08-07T05:00:00.000,42428
2020-08-07T05:10:00.000,42085
2020-08-07T05:20:00.000,44647
2020-08-07T05:30:00.000,46585
2020-08-07T05:40:00.000,48213
2020-08-07T05:50:00.000,53816
2020-08-07T06:00:00.000,57555
2020-08-07T06:10:00.000,53615
2020-08-07T06:20:00.000,62035
2020-08-07T06:30:00.000,67488
2020-08-07T06:40:00.000,81688
2020-08-07T06:50:00.000,97158
2020-08-07T07:00:00.000,109494
2020-08-07T07:10:00.000,138389
2020-08-07T07:20:00.000,172421
2020-08-07T07:30:00.000,239729
2020-08-07T07:40:00.000,342305
2020-08-07T07:50:00.000,464288
2020-08-07T08:00:00.000,593246
2020-08-07T08:10:00.000,667952
2020-08-07T08:20:00.000,875692
2020-08-07T08:30:00.000,1019944
2020-08-07T08:40:00.000,1162371
2020-08-07T08:50:00.000,1350071
2020-08-07T09:00:00.000,1395983
2020-08-07T09:10:00.000,1251934
2020-08-07T09:20:00.000,1204549
2020-08-07T09:30:00.000,1172068
2020-08-07T09:40:00.000,1164792
2020-08-07T09:50:00.000,1136219
2020-08-07T10:00:00.000,1130252
2020-08-07T10:10:00.000,1105318
2020-08-07T10:20:00.000,1039800
2020-08-07T10:30:00.000,1037827
2020-08-07T10:40:00.000,1098353
2020-08-07T10:50:00.000,1057848
2020-08-07T11:00:00.000,1002267
2020-08-07T11:10:00.000,1027549
2020-08-07T11:20:00.000,1039053
2020-08-07T11:30:00.000,976840
2020-08-07T11:40:00.000,875127
2020-08-07T11:50:00.000,788176
2020-08-07T12:00:00.000,588628
2020-08-07T12:10:00.000,501923
2020-08-07T12:20:00.000,511786
2020-08-07T12:30:00.000,448667
2020-08-07T12:40:00.000,488769
2020-08-07T12:50:00.000,553534
2020-08-07T13:00:00.000,815363
2020-08-07T13:10:00.000,878136
2020-08-07T13:20:00.000,899806
2020-08-07T13:30:00.000,981997
2020-08-07T13:40:00.000,957180
2020-08-07T13:50:00.000,970856
2020-08-07T14:00:00.000,956866
2020-08-07T14:10:00.000,954808
2020-08-07T14:20:00.000,938049
2020-08-07T14:30:00.000,921902
2020-08-07T14:40:00.000,896404
2020-08-07T14:50:00.000,945299
2020-08-07T15:00:00.000,941660
2020-08-07T15:10:00.000,924430
2020-08-07T15:20:00.000,941317
2020-08-07T15:30:00.000,940163
2020-08-07T15:40:00.000,952627
2020-08-07T15:50:00.000,967055
2020-08-07T16:00:00.000,970606
2020-08-07T16:10:00.000,992257
2020-08-07T16:20:00.000,1013053
2020-08-07T16:30:00.000,997137
2020-08-07T16:40:00.000,1022945
2020-08-07T16:50:00.000,1069693
2020-08-07T17:00:00.000,1022778
2020-08-07T17:10:00.000,993617
2020-08-07T17:20:00.000,1023479
2020-08-07T17:30:00.000,996063
2020-08-07T17:40:00.000,866708
2020-08-07T17:50:00.000,922288
2020-08-07T18:00:00.000,734671
2020-08-07T18:10:00.000,520529
2020-08-07T18:20:00.000,418098
2020-08-07T18:30:00.000,323800
2020-08-07T18:40:00.000,273479
2020-08-07T18:50:00.000,243649
2020-08-07T19:00:00.000,222255
2020-08-07T19:10:00.000,180687
2020-08-07T19:20:00.000,156432
2020-08-07T19:30:00.000,162610
2020-08-07T19:40:00.000,149650
2020-08-07T19:50:00.000,138540
2020-08-07T20:00:00.000,127686
2020-08-07T20:10:00.000,106752
2020-08-07T20:20:00.000,103630
2020-08-07T20:30:00.000,107700
2020-08-07T20:40:00.000,95921
2020-08-07T20:50:00.000,96023
2020-08-07T21:00:00.000,92304
2020-08-07T21:10:00.000,88425
2020-08-07T21:20:00.000,77928
2020-08-07T21:30:00.000,81497
2020-08-07T21:40:00.000,71816
2020-08-07T21:50:00.000,84991
2020-08-07T22:00:00.000,96920
2020-08-07T22:10:00.000,66325
2020-08-07T22:20:00.000,65856
2020-08-07T22:30:00.000,61200
2020-08-07T22:40:00.000,54572
2020-08-07T22:50:00.000,54264
2020-08-07T23:00:00.000,58838
2020-08-07T23:10:00.000,53807
2020-08-07T23:20:00.000,51903
2020-08-07T23:30:00.000,53077
2020-08-07T23:40:00.000,51671
2020-08-07T23:50:00.000,49099
2020-08-08T00:00:00.000,47986
2020-08-08T00:10:00.000,48921
2020-08-08T00:20:00.000,43926
2020-08-08T00:30:00.000,49001
2020-08-08T00:40:00.000,46174
2020-08-08T00:50:00.000,44879
2020-08-08T01:00:00.000,41456
2020-08-08T01:10:00.000,43573
2020-08-08T01:20:00.000,42042
2020-08-08T01:30:00.000,43038
2020-08-08T01:40:00.000,41241
2020-08-08T01:50:00.000,39940
2020-08-08T02:00:00.000,39852
2020-08-08T02:10:00.000,41699
2020-08-08T02:20:00.000,35947
2020-08-08T02:30:00.000,38937
2020-08-08T02:40:00.000,37940
2020-08-08T02:50:00.000,35719
2020-08-08T03:00:00.000,36214
2020-08-08T03:10:00.000,36053
2020-08-08T03:20:00.000,37390
2020-08-08T03:30:00.000,37363
2020-08-08T03:40:00.000,36322
2020-08-08T03:50:00.000,36398
2020-08-08T04:00:00.000,33477
